,time,retweet_count,text Positive Sentiment Score,text Negative Sentiment Score
469,2022-04-18 10:51:24+00:00,4,0.268,0.0
470,2022-04-18 10:06:01+00:00,197,0.0,0.159
471,2022-04-18 10:04:58+00:00,971,0.113,0.088
472,2022-04-18 09:59:24+00:00,1,0.0,0.0
473,2022-04-18 09:54:11+00:00,676,0.05,0.0
474,2022-04-18 09:52:58+00:00,4229,0.0,0.227
475,2022-04-18 08:36:37+00:00,1186,0.0,0.0
476,2022-04-18 08:34:45+00:00,1001,0.135,0.138
477,2022-04-18 07:33:31+00:00,215,0.307,0.0
478,2022-04-18 07:25:53+00:00,318,0.0,0.16
479,2022-04-18 07:25:23+00:00,568,0.0,0.111
480,2022-04-18 07:21:35+00:00,1641,0.0,0.156
481,2022-04-18 07:21:12+00:00,468,0.0,0.276
482,2022-04-18 06:56:17+00:00,285,0.0,0.0
483,2022-04-18 06:50:48+00:00,2439,0.115,0.103
484,2022-04-18 05:55:52+00:00,1801,0.0,0.208
485,2022-04-17 20:49:15+00:00,129,0.123,0.116
486,2022-04-17 20:48:07+00:00,5,0.482,0.0
487,2022-04-17 20:46:16+00:00,778,0.054,0.108
488,2022-04-17 20:25:14+00:00,4048,0.0,0.0
489,2022-04-17 20:24:59+00:00,1782,0.058,0.142
490,2022-04-17 20:10:27+00:00,302,0.0,0.0
491,2022-04-17 19:43:32+00:00,93,0.382,0.0
492,2022-04-17 19:42:08+00:00,2477,0.096,0.184
493,2022-04-17 19:37:56+00:00,2544,0.0,0.0
494,2022-04-17 19:35:07+00:00,2752,0.0,0.0
495,2022-04-17 17:45:12+00:00,11562,0.102,0.0
496,2022-04-17 17:44:01+00:00,2,0.0,0.0
497,2022-04-17 17:42:24+00:00,287,0.131,0.155
498,2022-04-17 17:40:24+00:00,1,0.0,0.0
499,2022-04-17 17:36:04+00:00,1854,0.0,0.322
500,2022-04-17 17:02:15+00:00,419,0.128,0.101
501,2022-04-17 16:49:34+00:00,2532,0.0,0.0
502,2022-04-17 14:50:34+00:00,4,0.266,0.0
503,2022-04-17 14:37:14+00:00,135,0.362,0.0
504,2022-04-17 14:37:13+00:00,163,0.0,0.104
505,2022-04-17 13:33:35+00:00,109,0.0,0.0
506,2022-04-17 13:30:29+00:00,198,0.0,0.0
507,2022-04-17 13:26:34+00:00,8033,0.139,0.082
508,2022-04-17 13:19:04+00:00,2035,0.104,0.0
509,2022-04-17 13:14:17+00:00,622,0.252,0.0
510,2022-04-17 12:48:45+00:00,4551,0.0,0.0
511,2022-04-17 12:46:46+00:00,3324,0.0,0.141
512,2022-04-17 12:46:18+00:00,1595,0.0,0.077
513,2022-04-17 12:43:32+00:00,274,0.087,0.118
514,2022-04-17 12:41:45+00:00,941,0.0,0.129
515,2022-04-17 12:41:10+00:00,876,0.201,0.093
516,2022-04-17 12:41:02+00:00,731,0.0,0.0
517,2022-04-17 12:35:26+00:00,245,0.0,0.0
518,2022-04-17 11:53:18+00:00,5109,0.112,0.0
519,2022-04-17 11:42:23+00:00,1,0.175,0.349
520,2022-04-17 11:37:46+00:00,14870,0.051,0.0
521,2022-04-17 11:32:34+00:00,864,0.0,0.146
522,2022-04-17 11:16:22+00:00,9,0.0,0.0
523,2022-04-17 11:13:24+00:00,5,0.0,0.0
524,2022-04-17 11:12:41+00:00,231,0.0,0.0
525,2022-04-17 11:02:20+00:00,3731,0.1,0.0
526,2022-04-17 11:00:51+00:00,1277,0.1,0.0
527,2022-04-17 08:34:46+00:00,5734,0.0,0.321
528,2022-04-17 08:30:10+00:00,13806,0.066,0.104
529,2022-04-17 08:08:45+00:00,2999,0.0,0.135
530,2022-04-16 22:16:05+00:00,2941,0.312,0.117
531,2022-04-16 21:50:23+00:00,2459,0.051,0.21
532,2022-04-16 21:50:13+00:00,1578,0.091,0.115
533,2022-04-16 21:47:39+00:00,503,0.145,0.0
534,2022-04-16 21:29:07+00:00,668,0.0,0.298
535,2022-04-16 21:24:46+00:00,2527,0.0,0.318
536,2022-04-16 21:19:50+00:00,771,0.0,0.362
537,2022-04-16 20:20:45+00:00,2782,0.0,0.148
538,2022-04-16 19:23:24+00:00,4778,0.091,0.131
539,2022-04-16 19:21:20+00:00,256,0.124,0.0
540,2022-04-16 19:06:20+00:00,4410,0.095,0.148
541,2022-04-16 19:05:48+00:00,4623,0.223,0.092
542,2022-04-16 19:05:22+00:00,13773,0.0,0.114
543,2022-04-16 19:05:09+00:00,6697,0.0,0.0
544,2022-04-16 19:04:31+00:00,15,0.0,0.0
545,2022-04-16 19:01:46+00:00,762,0.0,0.0
546,2022-04-16 18:27:43+00:00,4251,0.091,0.0
547,2022-04-16 18:08:56+00:00,4467,0.0,0.263
548,2022-04-16 16:59:32+00:00,1549,0.0,0.073
549,2022-04-16 16:57:37+00:00,178,0.0,0.146
550,2022-04-16 16:56:15+00:00,1492,0.194,0.0
551,2022-04-16 16:54:31+00:00,2127,0.0,0.213
552,2022-04-16 16:53:30+00:00,434,0.092,0.319
553,2022-04-16 16:53:15+00:00,113,0.0,0.0
554,2022-04-16 16:39:15+00:00,839,0.105,0.152
555,2022-04-16 16:39:06+00:00,1114,0.0,0.0
556,2022-04-16 16:37:56+00:00,847,0.0,0.0
557,2022-04-16 14:56:26+00:00,8809,0.0,0.106
558,2022-04-16 13:37:24+00:00,435,0.143,0.0
559,2022-04-16 13:37:10+00:00,510,0.094,0.09
560,2022-04-16 13:13:07+00:00,98,0.0,0.0
561,2022-04-16 12:34:09+00:00,197,0.144,0.178
562,2022-04-16 11:54:48+00:00,973,0.0,0.2
563,2022-04-16 11:51:53+00:00,324,0.226,0.208
564,2022-04-16 11:09:34+00:00,1866,0.0,0.237
565,2022-04-16 11:08:51+00:00,177,0.0,0.0
566,2022-04-16 11:08:04+00:00,957,0.0,0.302
567,2022-04-16 11:06:34+00:00,1001,0.0,0.218
568,2022-04-16 11:06:18+00:00,1574,0.104,0.273
569,2022-04-16 10:57:51+00:00,86,0.0,0.0
570,2022-04-16 09:00:22+00:00,78,0.104,0.303
571,2022-04-16 08:57:44+00:00,84,0.0,0.323
572,2022-04-16 08:45:12+00:00,403,0.0,0.0
573,2022-04-16 08:45:12+00:00,382,0.0,0.0
574,2022-04-16 08:45:11+00:00,767,0.178,0.264
575,2022-04-16 08:45:11+00:00,560,0.104,0.0
576,2022-04-16 08:45:10+00:00,3430,0.0,0.136
577,2022-04-16 08:22:32+00:00,2806,0.0,0.124
578,2022-04-16 08:22:23+00:00,93,0.0,0.0
579,2022-04-16 08:22:05+00:00,966,0.07,0.0
580,2022-04-16 08:20:55+00:00,398,0.0,0.296
581,2022-04-16 08:17:27+00:00,943,0.151,0.0
582,2022-04-16 08:16:22+00:00,996,0.0,0.289
583,2022-04-16 07:50:51+00:00,415,0.0,0.239
584,2022-04-16 07:36:00+00:00,505,0.0,0.0
585,2022-04-16 07:35:25+00:00,423,0.193,0.0
586,2022-04-16 06:57:52+00:00,954,0.0,0.0
587,2022-04-16 06:44:47+00:00,958,0.0,0.286
588,2022-04-15 20:15:48+00:00,260,0.0,0.0
589,2022-04-15 20:13:28+00:00,3004,0.0,0.078
590,2022-04-15 20:12:56+00:00,1,0.294,0.0
591,2022-04-15 20:05:42+00:00,708,0.0,0.261
592,2022-04-15 20:05:25+00:00,1485,0.095,0.0
593,2022-04-15 20:05:11+00:00,1203,0.0,0.237
594,2022-04-15 20:04:24+00:00,2918,0.128,0.288
595,2022-04-15 19:26:28+00:00,2,0.0,0.0
596,2022-04-15 19:26:09+00:00,1583,0.0,0.129
597,2022-04-15 19:24:49+00:00,244,0.0,0.0
598,2022-04-15 17:30:01+00:00,9215,0.095,0.0
599,2022-04-15 17:27:12+00:00,128,0.124,0.0
600,2022-04-15 17:25:55+00:00,468,0.0,0.148
601,2022-04-15 17:20:18+00:00,11883,0.0,0.399
602,2022-04-15 17:09:38+00:00,12024,0.0,0.266
603,2022-04-15 17:03:15+00:00,11461,0.073,0.142
604,2022-04-15 17:01:38+00:00,147,0.186,0.0
605,2022-04-15 16:18:04+00:00,2265,0.0,0.0
606,2022-04-15 16:17:53+00:00,665,0.0,0.309
607,2022-04-15 16:17:48+00:00,243,0.0,0.0
608,2022-04-15 16:17:12+00:00,1036,0.153,0.0
609,2022-04-15 15:22:34+00:00,6,0.378,0.0
610,2022-04-15 15:12:23+00:00,1,0.2,0.0
611,2022-04-15 15:09:19+00:00,1,0.351,0.0
612,2022-04-15 15:06:45+00:00,90,0.202,0.0
613,2022-04-15 13:52:08+00:00,70,0.0,0.281
614,2022-04-15 13:10:02+00:00,9,0.0,0.262
615,2022-04-15 13:08:35+00:00,368,0.0,0.0
616,2022-04-15 12:51:58+00:00,73,0.0,0.164
617,2022-04-15 12:31:48+00:00,1240,0.074,0.224
618,2022-04-15 12:31:08+00:00,2311,0.0,0.0
619,2022-04-15 12:28:16+00:00,9206,0.055,0.0
620,2022-04-15 12:27:57+00:00,94,0.0,0.0
621,2022-04-15 12:15:29+00:00,1313,0.0,0.0
622,2022-04-15 12:12:58+00:00,2983,0.0,0.0
623,2022-04-15 11:53:40+00:00,41,0.0,0.154
624,2022-04-15 10:57:52+00:00,485,0.058,0.325
625,2022-04-15 10:54:52+00:00,320,0.115,0.0
626,2022-04-15 10:46:36+00:00,273,0.0,0.0
627,2022-04-15 10:32:58+00:00,67,0.0,0.159
628,2022-04-15 10:27:31+00:00,27,0.0,0.0
629,2022-04-15 10:25:35+00:00,71,0.084,0.149
630,2022-04-15 10:08:46+00:00,1651,0.0,0.218
631,2022-04-15 10:06:51+00:00,478,0.532,0.0
632,2022-04-15 08:55:08+00:00,17,0.0,0.091
633,2022-04-15 08:34:39+00:00,3951,0.0,0.158
634,2022-04-15 08:32:25+00:00,238,0.063,0.177
635,2022-04-15 08:23:49+00:00,9231,0.147,0.0
636,2022-04-15 06:57:58+00:00,564,0.0,0.0
637,2022-04-15 06:54:59+00:00,8522,0.0,0.205
638,2022-04-15 06:52:22+00:00,3701,0.0,0.185
639,2022-04-15 06:46:54+00:00,6891,0.076,0.0
640,2022-04-15 06:46:17+00:00,1558,0.0,0.283
641,2022-04-15 06:35:38+00:00,423,0.0,0.082
642,2022-04-14 21:22:10+00:00,4298,0.0,0.087
643,2022-04-14 21:02:15+00:00,1,0.0,0.0
644,2022-04-14 21:01:45+00:00,1,0.0,0.0
645,2022-04-14 21:01:18+00:00,440,0.0,0.22
646,2022-04-14 20:47:17+00:00,522,0.0,0.25
647,2022-04-14 20:41:22+00:00,1793,0.0,0.0
648,2022-04-14 20:39:07+00:00,18644,0.139,0.198
649,2022-04-14 20:38:17+00:00,2,0.0,0.367
650,2022-04-14 20:35:29+00:00,1205,0.061,0.105
651,2022-04-14 18:29:03+00:00,407,0.0,0.113
652,2022-04-14 18:08:29+00:00,822,0.0,0.144
653,2022-04-14 16:20:45+00:00,28,0.717,0.0
654,2022-04-14 14:39:10+00:00,2857,0.0,0.184
655,2022-04-14 14:38:32+00:00,343,0.0,0.158
656,2022-04-14 14:11:22+00:00,26,0.0,0.0
657,2022-04-14 14:10:14+00:00,253,0.152,0.065
658,2022-04-14 13:33:36+00:00,696,0.0,0.0
659,2022-04-14 13:24:53+00:00,2122,0.158,0.073
660,2022-04-14 12:58:45+00:00,133,0.341,0.0
661,2022-04-14 12:55:52+00:00,2821,0.0,0.361
662,2022-04-14 12:55:17+00:00,382,0.119,0.107
663,2022-04-14 12:55:08+00:00,332,0.0,0.0
664,2022-04-14 12:08:25+00:00,2,0.0,0.0
665,2022-04-14 12:07:33+00:00,418,0.0,0.126
666,2022-04-14 12:07:02+00:00,2,0.0,0.0
667,2022-04-14 11:58:04+00:00,611,0.131,0.117
668,2022-04-14 11:56:38+00:00,5309,0.0,0.0
669,2022-04-14 11:55:26+00:00,622,0.0,0.224
670,2022-04-14 11:27:50+00:00,5248,0.0,0.0
671,2022-04-14 11:27:43+00:00,1159,0.0,0.0
672,2022-04-14 10:58:10+00:00,1166,0.054,0.315
673,2022-04-14 10:51:11+00:00,520,0.119,0.087
674,2022-04-14 08:48:41+00:00,1940,0.0,0.0
675,2022-04-14 08:48:12+00:00,817,0.246,0.137
676,2022-04-14 08:23:03+00:00,2796,0.0,0.145
677,2022-04-14 08:15:57+00:00,44,0.156,0.0
678,2022-04-14 08:02:02+00:00,1,0.0,0.0
679,2022-04-14 08:00:31+00:00,3,0.138,0.0
680,2022-04-14 07:58:40+00:00,51,0.0,0.0
681,2022-04-14 07:56:00+00:00,842,0.0,0.181
682,2022-04-14 07:04:58+00:00,1149,0.0,0.0
683,2022-04-14 07:01:24+00:00,4334,0.14,0.0
684,2022-04-14 06:16:06+00:00,492,0.0,0.083
685,2022-04-14 06:10:08+00:00,172,0.096,0.301
686,2022-04-14 06:09:32+00:00,4396,0.0,0.0
687,2022-04-14 06:08:37+00:00,4459,0.204,0.072
688,2022-04-14 06:07:25+00:00,255,0.0,0.0
689,2022-04-13 20:54:43+00:00,2,0.176,0.0
690,2022-04-13 20:51:13+00:00,1533,0.0,0.163
691,2022-04-13 20:43:34+00:00,46,0.0,0.0
692,2022-04-13 20:18:59+00:00,213,0.0,0.0
693,2022-04-13 20:18:39+00:00,470,0.0,0.0
694,2022-04-13 20:17:37+00:00,10,0.0,0.0
695,2022-04-13 20:14:43+00:00,1633,0.0,0.0
696,2022-04-13 20:13:04+00:00,1,0.0,0.0
697,2022-04-13 20:12:18+00:00,24,0.123,0.0
698,2022-04-13 20:03:44+00:00,726,0.0,0.183
699,2022-04-13 20:02:21+00:00,211,0.0,0.258
700,2022-04-13 20:01:09+00:00,3859,0.0,0.098
701,2022-04-13 19:55:06+00:00,627,0.0,0.0
702,2022-04-13 19:52:23+00:00,811,0.208,0.0
703,2022-04-13 19:51:56+00:00,4722,0.0,0.0
704,2022-04-13 19:48:11+00:00,3330,0.209,0.0
705,2022-04-13 19:46:59+00:00,59,0.206,0.0
706,2022-04-13 19:45:54+00:00,751,0.0,0.0
707,2022-04-13 17:39:16+00:00,843,0.0,0.0
708,2022-04-13 17:36:17+00:00,3667,0.0,0.118
709,2022-04-13 17:24:11+00:00,251,0.071,0.119
710,2022-04-13 17:13:07+00:00,152,0.0,0.227
711,2022-04-13 16:59:07+00:00,156,0.0,0.178
712,2022-04-13 16:59:06+00:00,122,0.196,0.0
713,2022-04-13 16:59:06+00:00,87,0.0,0.0
714,2022-04-13 16:59:05+00:00,127,0.117,0.071
715,2022-04-13 16:59:05+00:00,493,0.0,0.128
716,2022-04-13 16:23:31+00:00,27,0.0,0.0
717,2022-04-13 16:06:49+00:00,95,0.112,0.0
718,2022-04-13 16:03:51+00:00,476,0.43,0.145
719,2022-04-13 15:51:28+00:00,66,0.159,0.0
720,2022-04-13 15:51:20+00:00,606,0.0,0.07
721,2022-04-13 15:33:11+00:00,1,0.204,0.0
722,2022-04-13 15:32:18+00:00,96,0.0,0.451
723,2022-04-13 15:30:26+00:00,19,0.368,0.0
724,2022-04-13 15:28:19+00:00,3509,0.077,0.257
725,2022-04-13 15:27:16+00:00,520,0.185,0.0
726,2022-04-13 15:22:28+00:00,643,0.0,0.1
727,2022-04-13 15:22:27+00:00,437,0.093,0.061
728,2022-04-13 15:17:06+00:00,917,0.0,0.0
729,2022-04-13 15:15:26+00:00,579,0.0,0.281
730,2022-04-13 15:15:26+00:00,2719,0.132,0.228
731,2022-04-13 15:03:49+00:00,370,0.0,0.0
732,2022-04-13 14:45:17+00:00,399,0.094,0.316
733,2022-04-13 14:22:44+00:00,1392,0.0,0.179
734,2022-04-13 14:20:02+00:00,381,0.0,0.145
735,2022-04-13 14:03:56+00:00,2392,0.102,0.195
736,2022-04-13 13:59:25+00:00,28,0.315,0.0
737,2022-04-13 13:43:22+00:00,594,0.0,0.281
738,2022-04-13 13:42:10+00:00,2310,0.062,0.0
739,2022-04-13 13:20:26+00:00,285,0.049,0.168
740,2022-04-13 13:13:27+00:00,2146,0.0,0.162
741,2022-04-13 12:05:27+00:00,40,0.0,0.0
742,2022-04-13 12:04:20+00:00,163,0.0,0.0
743,2022-04-13 11:49:58+00:00,956,0.0,0.115
744,2022-04-13 11:48:12+00:00,140,0.0,0.482
745,2022-04-13 11:40:23+00:00,101,0.0,0.385
746,2022-04-13 11:40:23+00:00,97,0.0,0.0
747,2022-04-13 11:40:22+00:00,72,0.124,0.103
748,2022-04-13 11:40:22+00:00,44,0.0,0.0
749,2022-04-13 11:40:21+00:00,44,0.0,0.091
750,2022-04-13 11:40:21+00:00,69,0.0,0.234
751,2022-04-13 11:40:21+00:00,60,0.0,0.0
752,2022-04-13 11:36:35+00:00,1005,0.0,0.118
753,2022-04-13 11:28:44+00:00,206,0.0,0.205
754,2022-04-13 11:26:46+00:00,444,0.118,0.0
755,2022-04-13 09:49:06+00:00,29,0.474,0.0
756,2022-04-13 09:47:41+00:00,5066,0.154,0.0
757,2022-04-13 09:44:05+00:00,267,0.104,0.165
758,2022-04-13 09:42:00+00:00,1890,0.0,0.318
759,2022-04-13 09:40:24+00:00,631,0.0,0.0
760,2022-04-13 09:39:24+00:00,270,0.122,0.0
761,2022-04-13 09:39:04+00:00,898,0.324,0.195
762,2022-04-13 09:38:54+00:00,2325,0.061,0.0
763,2022-04-13 08:31:03+00:00,3142,0.314,0.0
764,2022-04-13 08:30:32+00:00,278,0.0,0.0
765,2022-04-13 07:59:00+00:00,390,0.0,0.115
766,2022-04-13 07:58:54+00:00,544,0.0,0.14
767,2022-04-13 07:58:24+00:00,2405,0.0,0.163
768,2022-04-13 07:37:29+00:00,3,0.523,0.0
769,2022-04-13 07:36:31+00:00,452,0.0,0.11
770,2022-04-13 07:21:48+00:00,884,0.0,0.0
771,2022-04-13 07:20:18+00:00,1541,0.169,0.32
772,2022-04-13 07:19:31+00:00,258,0.0,0.23
773,2022-04-13 07:17:53+00:00,3,0.394,0.0
774,2022-04-13 07:16:50+00:00,583,0.089,0.278
775,2022-04-13 07:16:14+00:00,242,0.101,0.401
776,2022-04-13 07:13:54+00:00,266,0.109,0.136
777,2022-04-13 07:11:22+00:00,141,0.129,0.0
778,2022-04-13 07:07:57+00:00,1203,0.0,0.228
779,2022-04-13 06:31:40+00:00,871,0.0,0.0
780,2022-04-13 06:30:52+00:00,1042,0.0,0.264
781,2022-04-13 06:30:33+00:00,134,0.0,0.27
782,2022-04-13 06:26:02+00:00,914,0.0,0.213
783,2022-04-13 06:25:43+00:00,429,0.0,0.0
784,2022-04-13 06:19:23+00:00,705,0.37,0.0
785,2022-04-13 05:58:00+00:00,7679,0.0,0.173
786,2022-04-12 21:01:41+00:00,390,0.0,0.0
787,2022-04-12 21:00:43+00:00,279,0.0,0.404
788,2022-04-12 20:58:41+00:00,2272,0.099,0.0
789,2022-04-12 20:58:17+00:00,2697,0.0,0.0
790,2022-04-12 20:57:18+00:00,528,0.0,0.197
791,2022-04-12 20:57:13+00:00,1023,0.0,0.344
792,2022-04-12 20:30:36+00:00,1196,0.0,0.0
793,2022-04-12 20:26:31+00:00,311,0.189,0.0
794,2022-04-12 20:23:19+00:00,127,0.26,0.0
795,2022-04-12 20:10:37+00:00,51,0.355,0.0
796,2022-04-12 20:07:03+00:00,50,0.14,0.197
797,2022-04-12 20:03:52+00:00,163,0.0,0.0
798,2022-04-12 20:03:44+00:00,3254,0.0,0.192
799,2022-04-12 20:03:15+00:00,1180,0.105,0.152
800,2022-04-12 20:03:04+00:00,962,0.081,0.089
801,2022-04-12 19:55:35+00:00,50,0.0,0.0
802,2022-04-12 19:50:58+00:00,1,0.202,0.111
803,2022-04-12 19:44:09+00:00,89,0.309,0.176
804,2022-04-12 19:42:09+00:00,576,0.0,0.0
805,2022-04-12 19:29:42+00:00,1740,0.0,0.162
806,2022-04-12 17:22:17+00:00,654,0.0,0.0
807,2022-04-12 15:36:23+00:00,242,0.078,0.362
808,2022-04-12 15:33:21+00:00,475,0.0,0.0
809,2022-04-12 15:20:08+00:00,3076,0.14,0.0
810,2022-04-12 15:14:04+00:00,737,0.075,0.193
811,2022-04-12 15:06:49+00:00,3,0.0,0.0
812,2022-04-12 15:06:31+00:00,8,0.0,0.0
813,2022-04-12 14:58:14+00:00,294,0.135,0.0
814,2022-04-12 14:47:00+00:00,220,0.224,0.185
815,2022-04-12 14:46:08+00:00,721,0.0,0.0
816,2022-04-12 13:26:35+00:00,5186,0.308,0.0
817,2022-04-12 13:25:24+00:00,4246,0.0,0.271
818,2022-04-12 13:21:56+00:00,204,0.233,0.216
819,2022-04-12 13:06:54+00:00,3055,0.0,0.0
820,2022-04-12 13:00:52+00:00,449,0.0,0.184
821,2022-04-12 12:55:37+00:00,1965,0.074,0.088
822,2022-04-12 12:54:34+00:00,189,0.087,0.0
823,2022-04-12 12:33:56+00:00,3881,0.0,0.357
824,2022-04-12 12:21:28+00:00,2950,0.0,0.171
825,2022-04-12 09:22:37+00:00,1334,0.0,0.204
826,2022-04-12 09:16:49+00:00,185,0.0,0.146
827,2022-04-12 09:15:57+00:00,1042,0.0,0.0
828,2022-04-12 09:15:22+00:00,3984,0.097,0.095
829,2022-04-12 08:59:06+00:00,30,0.0,0.0
830,2022-04-12 07:12:55+00:00,449,0.0,0.0
831,2022-04-12 06:12:34+00:00,19129,0.0,0.15
832,2022-04-11 23:22:50+00:00,730,0.212,0.0
833,2022-04-11 23:09:32+00:00,31,0.0,0.0
834,2022-04-11 23:08:54+00:00,4651,0.0,0.503
835,2022-04-11 23:07:42+00:00,1207,0.0,0.147
836,2022-04-11 23:07:42+00:00,1094,0.167,0.275
837,2022-04-11 23:07:41+00:00,3318,0.086,0.266
838,2022-04-11 20:51:01+00:00,274,0.139,0.099
839,2022-04-11 20:37:29+00:00,1605,0.0,0.151
840,2022-04-11 20:36:07+00:00,970,0.107,0.0
841,2022-04-11 20:32:44+00:00,419,0.0,0.391
842,2022-04-11 20:25:09+00:00,1642,0.0,0.0
843,2022-04-11 20:24:33+00:00,1,0.0,0.0
844,2022-04-11 20:23:01+00:00,749,0.0,0.0
845,2022-04-11 20:18:33+00:00,2279,0.0,0.343
846,2022-04-11 20:09:27+00:00,105,0.0,0.0
847,2022-04-11 19:59:58+00:00,10490,0.0,0.0
848,2022-04-11 19:51:38+00:00,689,0.0,0.259
849,2022-04-11 19:51:04+00:00,268,0.0,0.095
850,2022-04-11 19:49:16+00:00,10140,0.0,0.115
851,2022-04-11 19:48:32+00:00,1338,0.058,0.098
852,2022-04-11 19:48:02+00:00,5,0.0,0.0
853,2022-04-11 19:39:02+00:00,2002,0.0,0.109
854,2022-04-11 19:35:13+00:00,2606,0.0,0.148
855,2022-04-11 19:34:41+00:00,10,0.0,0.236
856,2022-04-11 18:10:43+00:00,2355,0.109,0.129
857,2022-04-11 17:28:56+00:00,1237,0.091,0.0
858,2022-04-11 17:28:31+00:00,733,0.0,0.097
859,2022-04-11 16:26:45+00:00,3003,0.0,0.0
860,2022-04-11 15:27:07+00:00,662,0.0,0.177
861,2022-04-11 15:11:24+00:00,1451,0.181,0.094
862,2022-04-11 15:03:23+00:00,174,0.0,0.144
863,2022-04-11 15:02:03+00:00,832,0.0,0.138
864,2022-04-11 13:53:31+00:00,31,0.0,0.0
865,2022-04-11 13:00:35+00:00,2683,0.0,0.218
866,2022-04-11 12:19:47+00:00,35,0.0,0.0
867,2022-04-11 12:16:08+00:00,6843,0.0,0.097
868,2022-04-11 12:13:54+00:00,4637,0.0,0.0
869,2022-04-11 11:07:24+00:00,86,0.0,0.127
870,2022-04-11 10:35:28+00:00,62,0.261,0.0
871,2022-04-11 10:07:06+00:00,3832,0.161,0.0
872,2022-04-11 10:06:36+00:00,25,0.0,0.096
873,2022-04-11 08:52:30+00:00,1876,0.0,0.0
874,2022-04-11 08:51:08+00:00,526,0.042,0.224
875,2022-04-11 08:45:17+00:00,324,0.106,0.322
876,2022-04-11 08:45:14+00:00,94,0.0,0.231
877,2022-04-11 08:44:52+00:00,107,0.0,0.408
878,2022-04-11 08:43:07+00:00,272,0.0,0.241
879,2022-04-11 08:42:28+00:00,205,0.0,0.163
880,2022-04-11 08:23:12+00:00,761,0.0,0.17
881,2022-04-11 08:21:20+00:00,272,0.173,0.0
882,2022-04-11 08:20:47+00:00,679,0.0,0.331
883,2022-04-11 08:17:21+00:00,3167,0.181,0.231
884,2022-04-11 08:14:43+00:00,210,0.0,0.191
885,2022-04-11 08:08:52+00:00,560,0.0,0.155
886,2022-04-11 07:59:27+00:00,5278,0.099,0.0
887,2022-04-11 07:57:47+00:00,2561,0.0,0.144
888,2022-04-11 07:57:36+00:00,1346,0.0,0.216
889,2022-04-11 07:54:08+00:00,336,0.0,0.0
890,2022-04-11 07:51:31+00:00,650,0.0,0.0
891,2022-04-10 20:03:01+00:00,943,0.0,0.115
892,2022-04-10 20:00:28+00:00,236,0.0,0.0
893,2022-04-10 20:00:08+00:00,6980,0.0,0.0
894,2022-04-10 19:57:51+00:00,3034,0.0,0.163
895,2022-04-10 19:56:59+00:00,7843,0.0,0.386
896,2022-04-10 17:04:06+00:00,2536,0.129,0.157
897,2022-04-10 15:17:48+00:00,8502,0.158,0.15
898,2022-04-10 15:16:15+00:00,2470,0.0,0.0
899,2022-04-10 15:10:20+00:00,1319,0.056,0.198
900,2022-04-10 15:06:04+00:00,308,0.0,0.0
901,2022-04-10 15:05:48+00:00,12012,0.0,0.145
902,2022-04-10 15:04:43+00:00,4061,0.0,0.359
903,2022-04-10 12:58:01+00:00,2608,0.0,0.367
904,2022-04-10 12:22:04+00:00,21723,0.0,0.157
905,2022-04-10 12:19:58+00:00,2229,0.0,0.0
906,2022-04-10 12:19:26+00:00,888,0.0,0.339
907,2022-04-10 12:14:25+00:00,860,0.0,0.046
908,2022-04-10 12:14:14+00:00,468,0.091,0.0
909,2022-04-10 12:13:27+00:00,1745,0.0,0.0
910,2022-04-10 10:07:56+00:00,4635,0.0,0.181
911,2022-04-10 10:02:51+00:00,686,0.097,0.087
912,2022-04-10 09:56:54+00:00,4806,0.0,0.375
913,2022-04-10 05:16:57+00:00,1483,0.0,0.211
914,2022-04-10 05:01:33+00:00,3517,0.0,0.382
915,2022-04-09 20:24:46+00:00,4261,0.094,0.108
916,2022-04-09 20:24:27+00:00,762,0.156,0.0
917,2022-04-09 20:17:51+00:00,2744,0.0,0.262
918,2022-04-09 20:09:12+00:00,2564,0.08,0.125
919,2022-04-09 20:08:44+00:00,4070,0.249,0.0
920,2022-04-09 20:08:30+00:00,16065,0.0,0.326
921,2022-04-09 20:08:13+00:00,11,0.608,0.0
922,2022-04-09 19:58:30+00:00,0,0.647,0.0
923,2022-04-09 19:53:53+00:00,94,0.385,0.0
924,2022-04-09 17:02:19+00:00,0,0.0,0.0
925,2022-04-09 16:53:33+00:00,4207,0.22,0.276
926,2022-04-09 12:56:24+00:00,2,0.0,0.0
927,2022-04-09 08:42:25+00:00,3879,0.125,0.061
928,2022-04-09 07:55:09+00:00,1039,0.114,0.0
929,2022-04-09 07:54:41+00:00,25235,0.0,0.0
930,2022-04-09 06:54:18+00:00,4255,0.0,0.297
931,2022-04-09 06:50:08+00:00,7939,0.413,0.058
932,2022-04-09 06:48:10+00:00,3575,0.0,0.275
933,2022-04-09 05:37:11+00:00,7018,0.111,0.178
934,2022-04-08 17:50:47+00:00,257,0.078,0.196
935,2022-04-08 16:43:36+00:00,9626,0.0,0.087
936,2022-04-08 16:40:46+00:00,2649,0.0,0.176
937,2022-04-08 16:40:08+00:00,5190,0.0,0.236
938,2022-04-08 16:39:51+00:00,497,0.0,0.336
939,2022-04-08 15:34:18+00:00,128,0.103,0.0
940,2022-04-08 15:32:09+00:00,163,0.0,0.773
941,2022-04-08 15:28:50+00:00,163,0.0,0.0
942,2022-04-08 15:25:40+00:00,363,0.0,0.0
943,2022-04-08 15:25:08+00:00,926,0.0,0.162
